"Transaction Date","Recipient Name","Recipient Company","Recipient Address","Recipient Country","Class","Total Cost","Package Weight","Appearances"
"8/26/2024","Interlibrary Loan","Shreve Memorial Library","885 Bert Koun Loop Shreveport LA 71118-3463","US","Library Mail","5.11","2 lbs ","12"
"1/2/2024","Interlibrary Loan","College of DuPage Library","425 Fawell Blvd Glen Ellyn IL 60137-6599","US","Library Mail","4.43","2 lbs ","12"
"4/15/2024","Interlibrary Loans","Laramie County Library System","2200 Pioneer Ave Cheyenne WY 82001-3610","US","Library Mail","3.92","1 lbs ","11"
"4/16/2024","Interlibrary Loan","Renton Technical College Library","3000 NE 4th St Renton WA 98056-4123","US","Library Mail","4.62","2 lbs ","11"
"4/11/2024","Stewart Library - Interlibrary Loan","Weber State University","""3921 Central Campus Dr, Dept 2901 Ogden UT 84408-2901""","US","Library Mail","7.42","5 lbs 7.70 oz","11"
"4/9/2024","Interlibrary Loan Services","Napa County Library","580 Coombs St Napa CA 94559-3396","US","Library Mail","4.62","2 lbs ","11"
"2/6/2024","Interlibrary Loan","Knox County Public Library","500 W Church Ave Knoxville TN 37902-2505","US","Library Mail","3.92","1 lbs ","11"
"4/30/2024","USC Libraries","University of Southern California","2571 650 W 35th St Los Angeles CA 90089-2571","US","Library Mail","3.92","1 lbs ","11"
"4/5/2024","Burling Library - Interlibrary Loan","Grinnell College","1111 6th Ave Grinnell IA 50112-1770","US","Library Mail","4.62","2 lbs ","11"
"4/17/2024","Ekstrom Library - Interlibrary Loan","University of Louisville","2301 S 3rd St Louisville KY 40292-2001","US","Library Mail","4.62","2 lbs ","11"
"8/22/2024","Niobrara County Library","","PO Box 510 Lusk WY 82225-0510","US","Library Mail","4.4","1 lbs ","11"
"8/16/2024","ILL Department","Santa Cruz Public Libraries","117 Union St Santa Cruz CA 95060-3707","US","Library Mail","5.11","2 lbs ","11"
"4/22/2024","Cline Library Document Delivery Services","Northern Arizona University","1001 S Knoles Dr Bldg 28 Flagstaff AZ 86011-6022","US","Library Mail","5.32","2 lbs 2.10 oz","11"
"8/13/2024","ILL Dept","Fargo Public Library","101 4th St N Fargo ND 58102-4849","US","Library Mail","4.40","1 lbs ","11"
"8/19/2024","ILL","Blanding Branch Library","25 W 300 S Blanding UT 84511-3829","US","Library Mail","4.4","1 lbs ","11"
"4/3/2024","Gerald R Sherratt Library - ILL","Southern Utah University","351 W University Blvd Cedar City UT 84720-2415","US","Library Mail","3.92","1 lbs ","11"
"4/15/2024","John M Flaxman Library - ILL","School of the Art Institute of Chicago","37 S Wabash Ave Chicago IL 60603-3002","US","Library Mail","5.32","3 lbs ","11"
"2/14/2024","CC Mabel L Criss Library - ILL","University of Nebraska at Omaha","6001 Dodge St Omaha NE 68182-0609","US","Library Mail","4.62 ","2 lbs ","11"
"8/13/2024","Lucy Carson Library - Interlibrary Loan","University of Montana-Western","710 S Atlantic St Dillon MT 59725-3511","US","Library Mail","4.40","1 lbs ","11"
"4/5/2024","Merrill-Cazier Library-ILS","Utah State University","""3045 Old Main Hl, Rm 118 Logan UT 84322-3045""","US","Library Mail","3.92","1 lbs ","11"
"8/16/2024","Interlibrary Loan","Kuna Library","457 Locust Ave Kuna ID 83634-1926","US","Library Mail","4.40","1 lbs ","11"
"4/3/2024","Fondren Library Center - ILL","Southern Methodist University","PO Box 750135 Dallas TX 75275-0135","US","Library Mail","4.62","2 lbs ","11"
"4/24/2024","Interlibrary Loan","Logan Library","285 N Main St Logan UT 84321-3914","US","Library Mail","5.32","3 lbs ","10"
"8/28/2024","Interlibrary Loan","Southeast Oklahoma Library System","2820 N Main St McAlester OK 74501-2630","US","Library Mail","4.40","1 lbs ","10"
"4/26/2024","Interlibrary Services - PCL 1343","University of Texas Libraries","""101 E 21st St, Stop S5463 Austin TX 78712-1492""","US","Library Mail","3.92","1 lbs ","10"
"4/11/2024","Interlibrary Loan","Greenwich Library","101 W Putnam Ave Greenwich CT 06830-5387","US","Library Mail","4.62","2 lbs ","10"
"1/4/2024","Donnelly Library - Interlibrary Loan","New Mexico Highlands University","PO Box 9000 1005 Diamond Ave Las Vegas NM 87701-9000","US","Library Mail","3.72","1 lbs ","10"
"2/21/2024","Rush Rhees Library - ILL","University of Rochester","PO Box 270055 755 Library Rd Rochester NY 14627-0055","US","Library Mail","3.92","1 lbs ","10"
"2/15/2024","Interlibrary Loan","""California State University, Sacramento""","""2000 State University Dr, Stop 6039 Sacramento CA 95819-2640""","US","Library Mail","4.62 ","2 lbs ","10"
"4/30/2024","UWS Library - Interlibrary Loan","University of Western States","8000 NE Tillamook St Portland OR 97213-6655","US","Library Mail","4.62","2 lbs ","10"
"4/29/2024","Interlibrary Loan","Provo City Library","550 N Univ Ave Provo UT 84601-1618","US","Library Mail","3.92","1 lbs ","10"
"4/3/2024","Interlibrary Loan","Western State Hospital Library","9601 Stlcm Blvd SW Lakewood WA 98498-4798","US","Library Mail","4.62","2 lbs ","10"
"4/3/2024","Interlibrary Loan","Portland Public Library","5 Monument Sq Portland ME 04101-4072","US","Library Mail","4.62","2 lbs ","10"
"4/16/2024","Reference Department","York County Library","138 E Black St Rock Hill SC 29730-4530","US","Library Mail","3.92","1 lbs ","10"
"4/2/2024","CSN Library Services ILL Dept","College of Southern Nevada","""6375 W Chars Blvd, # WCI-116 Las Vegas NV 89146-1139""","US","Library Mail","3.92","1 lbs ","10"
"4/29/2024","Interlibrary Loan","Fairfax County Public Library","4000 Stringfellow Rd Chantilly VA 20151-2628","US","Library Mail","6.02","3 lbs 0.90 oz","10"
"8/20/2024","D'Arcy McNickle Library - ILL","Salish Kootenai College","PO Box 70 Pablo MT 59855-0070","US","Library Mail","5.11","2 lbs ","10"
"8/20/2024","""A Frank Smith, Jr Library Center - ILL""","Southwestern University","1001 E Univ Ave Georgetown TX 78626-6107","US","Library Mail","6.53","4 lbs ","10"
"4/18/2024","Raynor Memorial Library - ILL","Marquette University","PO Box 3141 Milwaukee WI 53201-3141","US","Library Mail","3.92","1 lbs ","10"
"4/18/2024","Lee Davis Library - ILL","San Jacinto College","8060 Spencer Hwy Pasadena TX 77505-5903","US","Library Mail","3.92","1 lbs ","10"
"4/5/2024","ILL Dept","Anne Arundel County Public Library","1325 Annapolis Rd Odenton MD 21113-1313","US","Library Mail","4.62","2 lbs ","10"
"4/19/2024","Interlibrary Loan","Greenville County Library System","25 Heritage Green Pl Greenville SC 29601-2086","US","Library Mail","3.92","1 lbs ","10"
"4/4/2024","Interlibrary Loan","College of Southern Idaho Library","PO Box 1238 Twin Falls ID 83303-1238","US","Library Mail","3.92","1 lbs ","10"
"4/16/2024","Interlibrary Loan Dept/MULN 219","University of Arkansas Libraries","365 N McIlroy Ave Fayetteville AR 72701-4002","US","Library Mail","4.62","2 lbs ","10"
"4/29/2024","Interlibrary Loan","Mid-Columbia Libraries","405 S Dayton St Kennewick WA 99336-5660","US","Library Mail","3.92","15.40 oz","10"
"4/4/2024","Interlibrary Loan","Texas Woman's University Libraries","PO Box 425528 Denton TX 76204-5528","US","Library Mail","3.92","1 lbs ","10"
"4/10/2024","Interlibrary Loan","Indian Trails Public Library District","355 Schoenbeck Rd Wheeling IL 60090-4499","US","Library Mail","4.62","2 lbs ","10"
"4/22/2024","Interlibrary Loan","Scenic Regional Library","251 Union Plaza Dr Union MO 63084-3103","US","Library Mail","3.92","1 lbs ","10"
"8/22/2024","Interlibrary Loan","University of Arizona Libraries","1510 E University Blvd Tucson AZ 85721-0055","US","Library Mail","5.11","2 lbs ","10"
"4/22/2024","Interlibrary Loan","Elkhart Public Library","300 S 2nd St Elkhart IN 46516-3109","US","Library Mail","3.92","1 lbs ","10"
"2/12/2024","Tomlinson Library - ILL","Colorado Mesa University","1100 North Ave Grand Junction CO 81501-3122","US","Library Mail","3.92 ","1 lbs ","9"
"8/12/2024","ILL Department","Arapahoe Libraries","12855 E Adam Aircraft Cir Centennial CO 80112-4550","US","Library Mail","7.24","5 lbs ","9"
"8/23/2024","Cruzen-Murray Library - ILL","The College of Idaho","2112 Cleveland Blvd Caldwell ID 83605-4432","US","Library Mail","4.4","1 lbs ","9"
"8/16/2024","Interlibrary Loan","Montgomery Cnty-Norristown Pub Library","1001 Powell St Norristown PA 19401-3817","US","Library Mail","4.40","1 lbs ","9"
"8/23/2024","Interlibrary Loan","Artesia Public Library","205 W Quay Ave Artesia NM 88210-2499","US","Library Mail","4.4","1 lbs ","9"
"4/2/2024","Interlibrary Loan","Matteson Area Public Library District","801 School Ave Matteson IL 60443-1897","US","Library Mail","3.92","1 lbs ","9"
"4/2/2024","Interlibrary Loan","Oak Park Public Library","834 Lake St Oak Park IL 60301-1398","US","Library Mail","3.92","1 lbs ","9"
"8/20/2024","Dick Smith Library - ILL Dept","Tarleton State University","Box T-0450 Tarleton Station Stephenville TX 76402-0001","US","Library Mail","5.11","2 lbs ","9"
"8/14/2024","Interlibrary Loan","Delaware County Library System","""340 N Middletown Rd, Bldg 19 Fair Acres Media PA 19063-5505""","US","Library Mail","5.82","3 lbs ","9"
"8/26/2024","Interlibrary Loan","Port Townsend Public Library","1220 Lawrence St Port Townsend WA 98368-6527","US","Library Mail","7.95","6 lbs ","9"
"8/14/2024","Interlibrary Loan","Boone County Public Library","1786 Burlington Pike Burlington KY 41005-9557","US","Library Mail","4.40","1 lbs ","9"
"8/13/2024","Interlibrary Loan","Cal Arts Library","24700 McBean Pkwy Valencia CA 91355-2340","US","Library Mail","9.37","8 lbs ","9"
"8/26/2024","ILL Department","Bucks County Free Library","150 S Pine St Doylestown PA 18901-4932","US","Library Mail","4.40","1 lbs ","9"
"4/3/2024","Interlibrary Loan","Orem Public Library","58 N State St Orem UT 84057-5596","US","Library Mail","3.92","1 lbs ","9"
"2/2/2024","Interlibrary Loan","Lakewood Public Library","15425 Detroit Ave Lakewood OH 44107-3890","US","Library Mail","4.62","2 lbs ","9"
"4/4/2024","ILL Fort Worth Library","(TEXPRESS 42-DAL)","8628 Camp Bowie W Blvd Fort Worth TX 76116-6102","US","Library Mail","4.62","2 lbs ","9"
"4/16/2024","Interlibrary Loan Dept","Farmington Community Library","32737 W 12 Mile Rd Farmington Hills MI 48334-3302","US","Library Mail","3.92","1 lbs ","9"
"4/4/2024","Hugh Hazel Darling Law Library - ILL","Chapman University Fowler School of Law","1 University Dr Orange CA 92866-1005","US","Library Mail","4.62","2 lbs ","9"
"4/24/2024","Interlibrary Loan","Valley of the Tetons Library","79 N Main St Driggs ID 83422-5141","US","Library Mail","4.62","2 lbs ","9"
"4/16/2024","Interlibrary Loan","Jefferson County Library","620 Cedar Ave Port Port Hadlock WA 98339-5001","US","Library Mail","5.32","3 lbs ","9"
"4/4/2024","Interlibrary Loan","Wilmette Public Library","1242 Wilmette Ave Wilmette IL 60091-2558","US","Library Mail","4.62","2 lbs ","9"
"2/23/2024","Interlibrary Loan","Dickinson College Library","28 N College St Carlisle PA 17013-2311","US","Library Mail","3.92","1 lbs ","9"
"2/22/2024","King Library Interlibrary Services","San Jose Public Library","1 Washington Sq San Jose CA 95192-1000","US","Library Mail","4.62","2 lbs ","9"
"4/22/2024","Interlibrary Loans","Homedale Public Library","PO Box 1087 Homedale ID 83628-1087","US","Library Mail","5.32","2 lbs 14.80 oz","9"
"4/16/2024","Interlibrary Loan","Boulder Community Library","PO Box 589 Boulder MT 59632-0589","US","Library Mail","3.92","1 lbs ","9"
"1/2/2024","Jerry Falwell Library - ILL Dept","Liberty University","""1971 University Blvd, MSC 710172 Lynchburg VA 24515-0001""","US","Library Mail","3.72","1 lbs ","9"
"4/16/2024","Interlibrary Loan","The Community Library","PO Box 2168 Ketchum ID 83340-2168","US","Library Mail","3.92","1 lbs ","9"
"2/22/2024","Interlibrary Loan","Vernon Area Public Library","300 Old Hlf Day Rd Lincolnshire IL 60069-2901","US","Library Mail","4.62","2 lbs ","9"
"4/4/2024","Interlibrary Loans Dept","Manatee County Central Library","1301 Barcarrota Blvd Bradenton FL 34205-7599","US","Library Mail","3.92","1 lbs ","9"
"4/16/2024","Webster Library Interlibrary Loan","Concordia University","1515 St Catherine St W Montr?al QC H3G 2W1","CA","First-Class Package International Service","23.54","1 lbs 2 oz","9"
"4/26/2024","ILL Clerk","White Oak Library District","201 W Normantown Rd Romeoville IL 60446-1383","US","Library Mail","3.92","1 lbs ","9"
"4/4/2024","Interlibrary Loan Dept","San Diego County Library","""5560 Overland Ave, Ste 110 San Diego CA 92123-1204""","US","Library Mail","3.92","1 lbs ","9"
"7/22/2024","Resource Sharing","Greene County Public Library","PO Box 520 Xenia OH 45385-0520","US","Library Mail","4.40","1 lbs ","9"
"4/4/2024","Vance Memorial Library - ILL","Dallas Baptist University","3000 Mt Creek Pkwy Dallas TX 75211-9299","US","Library Mail","3.92","1 lbs ","9"
"4/4/2024","Interlibrary Loan","Champaign Public Library","200 W Green St Champaign IL 61820-5193","US","Library Mail","3.92","1 lbs ","9"
"4/22/2024","Interlibrary Loans","Allen County Public Library","900 Library Plz Fort Fort Wayne IN 46802-3699","US","Library Mail","4.62","2 lbs ","8"
"8/16/2024","Interlibrary Loan","Rapid City Public Library","610 Quincy St Rapid City SD 57701-3655","US","Library Mail","4.40","1 lbs ","8"
"2/26/2024","Interlibrary Loan","Colorado State University Libraries","1019 Campus Delivery Fort Collins CO 80523-1019","US","Library Mail","3.92","1 lbs ","8"
"4/15/2024","ILL Department","Wake County Public Libraries","4020 Carya Dr Raleigh NC 27610-2900","US","Library Mail","3.92","1 lbs ","8"
"4/18/2024","""University Libraries, Interlibrary Loan""","Virginia Tech","560 Drillfield Dr Blacksburg VA 24061-1048","US","Library Mail","4.62","2 lbs ","8"
"7/17/2024","King Library - ILL Department","San Jose State University","1 Washington Sq San Jose CA 95192-1001","US","Library Mail","7.95","6 lbs ","8"
"4/10/2024","Rod Library - ILL Services","University of Northern Iowa","1227 W 27th St Cedar Falls IA 50614-0012","US","Library Mail","3.92","1 lbs ","8"
"4/10/2024","Interlibrary Loans 25-2","Highline College Library","PO Box 98000 Des Moines WA 98198-9800","US","Library Mail","3.92","1 lbs ","8"
"4/16/2024","Interlibrary Loans","Wilder Public Library District","PO Box 128 Wilder ID 83676-0128","US","Library Mail","4.62","2 lbs ","8"
"4/19/2024","RSC-Waldo Library","Western Michigan University","1903 W Michigan Ave Kalamazoo MI 49008-5353","US","Library Mail","4.62","2 lbs ","8"
"4/22/2024","Interlibrary Loan","Anythink Libraries - Rangeview Lib Dist","10530 Huron St Northglenn CO 80234-4011","US","Library Mail","3.92","1 lbs ","8"
"4/10/2024","Cunningham Library - Interlibrary Loan","Indiana State University","510 N 6th 1/2 St Terre Haute IN 47809-1906","US","Library Mail","3.92","1 lbs ","8"
"2/7/2024","Interlibrary Loan Dept","Park Ridge Public Library","20 S Prospect Ave Park Ridge IL 60068-4188","US","Library Mail","4.62","2 lbs ","8"
"2/6/2024","Interlibrary Loan Dept","McAllen Public Library","4001 N 23rd St McAllen TX 78504-4104","US","Library Mail","5.32","2 lbs 5.40 oz","8"
"8/22/2024","Interlibrary Loan","Oklahoma Department of Libraries","200 NE 18th St Oklahoma City OK 73105-3205","US","Library Mail","4.4","1 lbs ","8"
"4/24/2024","Interlibrary Loan","Belgrade Community Library","106 N Broadway Belgrade MT 59714-3703","US","Library Mail","6.02","4 lbs ","8"
"4/11/2024","Interlibrary Loan Department","Northwest Library","519 Chiquita Blvd N Cape Coral FL 33993-7758","US","Library Mail","4.62","2 lbs ","8"
"4/2/2024","Interlibrary Loans","Eagle Public Library","100 Stierman Way Eagle ID 83616-5162","US","Library Mail","3.92","1 lbs ","8"
"8/27/2024","Interlibrary Services","Oklahoma State University","Edmon Low Library Room 107 Stillwater OK 74078-1071","US","Library Mail","5.82","3 lbs ","8"
"2/14/2024","Library - Interlibrary Loan","University of NM - Valencia Campus","280 La Entrada Rd Los Lunas NM 87031-7633","US","Library Mail","3.92 ","1 lbs ","8"
"8/28/2024","Interlibrary Loan","Lincoln Library","326 S 7th St Springfield IL 62701-1691","US","Library Mail","5.11","2 lbs ","8"
"8/28/2024","ILL Dept","NCCO Libraries","77 Reads Way New Castle DE 19720-1648","US","Library Mail","5.82","3 lbs ","8"
"4/11/2024","Adult ILL","Paseo Verde Library","280 S Green Vly Pkwy Henderson NV 89012-2301","US","Library Mail","4.62","2 lbs ","8"
"4/26/2024","Interlibrary Loan","Laurel County Public Library","120 College Park Dr London KY 40741-3136","US","Library Mail","3.92","1 lbs ","8"
"4/26/2024","Interlibrary Loan","Broadwater School & Community Library","201 N Spruce St Townsend MT 59644-2215","US","Library Mail","4.62","2 lbs ","8"
"8/14/2024","Interlibrary Loan","Crook County Library","175 NW Meadow Lakes Dr Prineville OR 97754-1465","US","Library Mail","5.11","2 lbs ","8"
"2/2/2024","Interlibrary Loans","Lewis & Clark Library","120 S Lst Ch Glch St Helena MT 59601-4165","US","Library Mail","4.62","2 lbs ","8"
"2/22/2024","Meriam Library - Interlibrary Services","""California State University, Chico""","940 W 1st St Chico CA 95929-1001","US","Library Mail","4.62","2 lbs ","8"
"4/10/2024","Interlibrary Loan","Calcasieu Parish Public Library","411 Pujo St Lake Charles LA 70601-4254","US","Library Mail","4.62","2 lbs ","8"
"7/1/2024","James White Library - ILL","Andrews University","4190 Administration Dr Berrien Springs MI 49104-0001","US","Library Mail","4.62","2 lbs ","8"
"4/11/2024","Interlibrary Loan","K.O. Lee Aberdeen Public Library","215 4th Ave SE Aberdeen SD 57401-4330","US","Library Mail","3.92","1 lbs ","8"
"4/24/2024","Interlibrary Loan","Pioneer Library System","300 Norman Center Ct Norman OK 73072-4867","US","Library Mail","3.92","1 lbs ","8"
"4/23/2024","Interlibrary Loan","Garfield County Libraries","207 East Ave Courier C570 Rifle CO 81650-2301","US","Library Mail","4.62","2 lbs ","8"
"4/11/2024","Interlibrary Loans","William Jessup University Library","2121 University Ave Rocklin CA 95765-3784","US","Library Mail","3.92","1 lbs ","8"
"8/14/2024","Interlibrary Loan","Council Bluffs Public Library","400 Willow Ave Council Council Bluffs IA 51503-9042","US","Library Mail","4.40","1 lbs ","8"
"4/30/2024","Interlibrary Loan","Tom Green County Library","33 W Beauregard Ave San Angelo TX 76903-5832","US","Library Mail","3.92","1 lbs ","8"
