"Transaction Date","Recipient Name","Recipient Company","Recipient Address","Recipient Country","Class","Total Cost","Package Weight","Appearances"
"4/23/2024","LIBRARY - INTERLIBRARY LOAN","SWARTHMORE COLLEGE","""500 College Ave, Ste 2 Swarthmore PA 19081-1390""","US","Library Mail","4.62","1 lbs 10.80 oz","2"
"2/28/2024","Library - Interlibrary Loan","Grand Rapids Community College","143 Bostwick Ave NE Grand Rapids MI 49503-3201","US","Library Mail","3.92","1 lbs ","2"
"4/22/2024","Wood Dale Public Library - ILL","","520 N Wood Dale Rd Wood Dale IL 60191-1536","US","Library Mail","6.02","4 lbs ","2"
"4/23/2024","Verde Campus Library - ILL","Yavapai College","601 Black Hills Dr Clarkdale AZ 86324-3736","US","Library Mail","4.62","1 lbs 5.60 oz","2"
"2/28/2024","Wardman Library - ILL","Whittier College","7031 Founders Hill Rd Whittier CA 90602-6674","US","Library Mail","4.62","2 lbs ","2"
"3/6/2024","Interlibrary Loan Dept","Wheeler Memorial Library","49 E Main St Orange MA 01364-1267","US","Library Mail","3.92","1 lbs ","1"
"3/1/2024","Interlibrary Loan","Simpson University Library","2211 College View Dr Redding CA 96003-8601","US","Library Mail","3.92","1 lbs ","1"
"5/15/2024","Clement C Maxwell Library ILL","Bridgewater State University","10 Shaw Rd Bridgewater MA 02325-1217","US","Library Mail","3.92","1 lbs ","1"
"3/6/2024","David Lorraine Cheng Library - ILL","William Paterson University","300 Pompton Rd Wayne NJ 07470-2152","US","Library Mail","4.62","2 lbs ","1"
"3/5/2024","ILL Dept","Mohave County Library - Kingman","PO Box 7000 Kingman AZ 86402-7000","US","Library Mail","4.62","2 lbs ","1"
"3/1/2024","EW King Library - Interlibrary Loan","King University","1350 King College Rd Bristol TN 37620-2632","US","Library Mail","3.92","1 lbs ","1"
"5/21/2024","TExpress 71 TYL","University of Texas at Tyler","3900 University Blvd Tyler TX 75799-0001","US","Library Mail","3.92","1 lbs ","1"
"3/6/2024","Interlibrary Loan","Lynnfield Public Library","18 Summer St Lynnfield MA 01940-1837","US","Library Mail","3.92","1 lbs ","1"
"5/15/2024","Escondido Public Library ILL","","239 S Kalmia St Escondido CA 92025-4224","US","Library Mail","4.62","2 lbs ","1"
"3/22/2024","Interlibrary Loan","Iron River Public Library","PO Box 145 68235 S Main St Iron River WI 54847-0145","US","Library Mail","4.62","2 lbs ","1"
"5/15/2024","Salisbury University Libraries ILL","Guerrieri Academic Commons","1134 S Salisbury Blvd Salisbury MD 21801-6328","US","Library Mail","4.62","2 lbs ","1"
"3/6/2024","Interlibrary Loan","Pasadena Public Library","1201 Jeff Ginn Memorial Dr Pasadena TX 77506-4895","US","Library Mail","3.92","1 lbs ","1"
"3/15/2024","Mary Livermore Library - ILL Services","University of North Carolina at Pembroke","PO Box 1510 1 University Drive Pembroke NC 28372-1510","US","Library Mail","5.32","3 lbs ","1"
"3/19/2024","Interlibrary Loan","Avon Lake Public Library","32649 Electric Blvd Avon Lake OH 44012-1669","US","Library Mail","4.62","2 lbs ","1"
"5/15/2024","Ely Library ILL","Western State University","577 Western Ave Westfield MA 01085-2580","US","Library Mail","4.62","2 lbs ","1"
"5/15/2024","Crown College Library ILL","","8700 College View Dr Saint Bonifacius MN 55375-9002","US","Library Mail","4.62","2 lbs ","1"
"3/15/2024","Kelvin Smith Library ILL","Case Western Reserve University","11055 Euclid Ave Cleveland OH 44106-1713","US","Library Mail","4.62","2 lbs ","1"
"5/15/2024","Brigham City Public Library ILL","","26 E Forest St Brigham City UT 84302-2112","US","Library Mail","4.62","2 lbs ","1"
"3/19/2024","Interlibrary Loan","Sycamore Public Library","103 E State St Sycamore IL 60178-1440","US","Library Mail","6.02","3 lbs 9.80 oz","1"
"5/20/2024","Interlibrary Loan","Cozby Library & Community Commons","177 N Heartz Rd Coppell TX 75019-2121","US","Library Mail","4.62","2 lbs ","1"
"3/22/2024","Interlibrary Loan","Star Valley Branch Library","PO Box 849 261 Washington St Afton WY 83110-0849","US","Library Mail","4.62","2 lbs ","1"
"3/6/2024","Interlibrary Loan","Concordia University Library","1530 Concordia Irvine CA 92612-3203","US","Library Mail","4.62","2 lbs ","1"
"3/5/2024","McGovern Library - Interlibrary Loan","Dakota Wesleyan University","1201 McGovern Ave Mitchell SD 57301-7904","US","Library Mail","7.42","5 lbs 10.70 oz","1"
"3/22/2024","Interlibrary Loan","Luck Public Library","301 S Main St Luck WI 54853-9088","US","Library Mail","3.92","1 lbs ","1"
"3/22/2024","Interlibrary Loan","Bastrop Public Library","PO Box 670 1100 Church Street Bastrop TX 78602-0670","US","Library Mail","3.92","1 lbs ","1"
"5/17/2024","Lougheed Library ILL","St Thomas Aquinas College","125 Route 340 Sparkill NY 10976-1050","US","Library Mail","3.92","1 lbs ","1"
"4/3/2024","InterLibrary Loan Dept","Martin Library","159 E Market St York PA 17401-1269","US","Library Mail","4.62","2 lbs ","1"
"5/16/2024","DB Weldon Library ILL Dept","Western University","1151 Richmond ST London ON n6a 3k7","CA","First-Class Int'l","6.41","11.50 oz","1"
"5/16/2024","Greenwood Library ILL","Longwood University","201 High St Farmville VA 23909-1801","US","Library Mail","6.72","5 lbs ","1"
"5/17/2024","Interlibrary Loan Department","Holmen Area Library","PO Box 220 Holmen WI 54636-0220","US","Library Mail","3.92","1 lbs ","1"
"3/22/2024","Interlibrary Loan","Antelope Valley College Library","3041 W Avenue K Lancaster CA 93536-5426","US","Library Mail","3.92","1 lbs ","1"
"5/17/2024","Goodnight Memorial Library ILL","","203 S Main St Franklin KY 42134-2160","US","Library Mail","3.92","1 lbs ","1"
"3/19/2024","Library - ILL","Dominican University of California","50 Acacia Ave San Rafael CA 94901-2298","US","Library Mail","3.92","1 lbs ","1"
"3/1/2024","President - Code 1E-23 - ILL","Naval War College","686 Cushing Rd Newport RI 02841-1207","US","Library Mail","6.72","5 lbs ","1"
"3/1/2024","Interlibrary Loan","LeTourneau University Library","PO Box 7001 2100 S Mobberly Ave Longview TX 75607-7001","US","Library Mail","6.72","5 lbs ","1"
"5/17/2024","Woodbridge Public Library ILL","","1 G Frederick Plz Woodbridge NJ 07095-2555","US","Library Mail","3.92","1 lbs ","1"
"5/17/2024","Interlibrary Loan Department","Socorro Public Library","401 Park St Socorro NM 87801-4543","US","Library Mail","3.92","1 lbs ","1"
"3/19/2024","Oesterle Library - Interlibrary Loan","North Central College","320 E School St Naperville IL 60540-4644","US","Library Mail","3.92","1 lbs ","1"
"3/4/2024","Interlibrary Loan - Cheryl Keith","Conant Public Library","4 Meetinghouse Hill Rd Sterling MA 01564-2130","US","Library Mail","3.92","1 lbs ","1"
"3/20/2024","Damaris Renedo","Sachse Public Library","""3815 Sachse Rd, Ste C Sachse TX 75048-3894""","US","Library Mail","4.62","2 lbs ","1"
"5/17/2024","Shields Library ILL Dept","University of California - Davis","100 NW Quad Davis CA 95616-5292","US","Library Mail","6.72","5 lbs ","1"
"3/20/2024","Interlibrary Loan","Kinsley Public Library","208 E 8th St Kinsley KS 67547-1422","US","Library Mail","4.62","2 lbs ","1"
"3/5/2024","Interlibrary Loan","Golden West College Library","15744 Goldenwest St Huntington Beach CA 92647-3197","US","Library Mail","4.62","2 lbs ","1"
"3/15/2024","Interlibrary Loan","Tulane University Law Library","6329 Freret St New Orleans LA 70118-6248","US","Library Mail","5.32","3 lbs ","1"
"5/15/2024","Gordon Library ILL","Worcester Polytechnic Institute","100 Institute Rd Worcester MA 01609-2280","US","Library Mail","4.62","2 lbs ","1"
"3/20/2024","Bryceville Branch - ILL","Nassau County Public Library","7280 Motes Rd Bryceville FL 32009-1955","US","Library Mail","3.92","1 lbs ","1"
"3/1/2024","ILL","Allen Public Library","300 N Allen Dr Allen TX 75013-2540","US","Library Mail","3.92","1 lbs ","1"
"3/1/2024","Interlibrary Loan","Grayson County Public Library","163 Carroll Gibson Blvd Leitchfield KY 42754-1488","US","Library Mail","4.62","2 lbs ","1"
"3/4/2024","Interlibrary Loan","Kettering University Library","1700 University Ave Flint MI 48504-4898","US","Library Mail","3.92","1 lbs ","1"
"5/16/2024","YWM Jefferson Hall - ILL","United States Military Academy Library","""756 Cullum Rd, Bldg 758 West Point NY 10996""","US","Library Mail","5.32","3 lbs ","1"
"3/20/2024","Interlibrary Loan","Castle Dale Public Library","PO Box 515 Castle Dale UT 84513-0515","US","Library Mail","4.62","2 lbs ","1"
"5/16/2024","Wilcox Library ILL","","201 Trueblood Ave Oskaloosa IA 52577-1757","US","Library Mail","3.92","1 lbs ","1"
"3/1/2024","Interlibrary Services - PCL 1343","University of Texas Libraries","""101 E 21st St, Stop S5463 First Floor Dock Austin TX 78712-1492""","US","Library Mail","4.62","2 lbs ","1"
"5/16/2024","Watson Library - ILL","Wilmington College","1870 Quaker Way Pyle 1 Center 1227 Wilmington OH 45177-2499","US","Library Mail","3.92","1 lbs ","1"
"3/15/2024","Interlibrary Loan","Thompson-Hickman Madison County Library","PO Box 128 217 E Idaho St Virginia City MT 59755-0128","US","Library Mail","4.62","2 lbs ","1"
"3/28/2024","Mabee LRC - ILL","Wayland Baptist University","1900 W 7th St Campus Box #1528 Plainview TX 79072-6900","US","Library Mail","3.92","1 lbs ","1"
"3/28/2024","Interlibrary Loan","Warren Wilson College Library","PO Box 9000 Asheville NC 28815-9000","US","Library Mail","3.92","1 lbs ","1"
"3/11/2024","Zach S Henderson Library - ILL","Georgia Southern University","PO Box 8074 Statesboro GA 30460-8074","US","Library Mail","4.62","2 lbs ","1"
"5/2/2024","Berea College Hutchins Library ILL","","100 Campus Drive Berea KY 40403","US","Library Mail","3.92","1 lbs ","1"
"5/2/2024","Andrew Gottesman","Bucks County Comm. College Library","275 Swamp Rd Newtown PA 18940-4106","US","Library Mail","3.92","1 lbs ","1"
"3/15/2024","""Alphin Library, Reg Didham""","Boston Conservatory","1140 Boylston St Boston MA 02215-3631","US","Library Mail","3.92","1 lbs ","1"
"3/15/2024","Interlibrary Loan","Westmont Public Library","428 N Cass Ave Westmont IL 60559-1502","US","Library Mail","3.92","1 lbs ","1"
"3/11/2024","Interlibrary Loan","Sutton Free Public Library","PO Box 544 4 Uxbridge Road Sutton MA 01590-0544","US","Library Mail","6.72","5 lbs ","1"
"3/15/2024","Sandra W George","Winston-Salem State University","601 S Martin Luther King Jr Dr O'kelly Library Room No. 107 Winston Salem NC 27110-0003","US","Library Mail","3.92","1 lbs ","1"
"3/28/2024","Jennings Library - ILL","Caldwell University","120 Bloomfield Ave Caldwell NJ 07006-5310","US","Library Mail","4.62","2 lbs ","1"
"3/15/2024","JFST - ILL Dept","National Defense University","7800 Hampton Blvd Norfolk VA 23511-1701","US","Library Mail","3.92","1 lbs ","1"
"3/11/2024","Interlibrary Loan","Plains Public Library District","PO Box 399 108 W Railroad Plains MT 59859-0399","US","Library Mail","4.62","2 lbs ","1"
"3/11/2024","Interlibrary Loan","Navajo County Library District","PO Box 668 121 W. Buffalo Holbrook AZ 86025-0668","US","Library Mail","3.92","1 lbs ","1"
"3/28/2024","Interlibrary Loan","Jackson Hinds Library System","300 N State St Jackson MS 39201-1705","US","Library Mail","3.92","1 lbs ","1"
"3/15/2024","NEOMED - Interlibrary Loan","Northeast OH Regional Library Depository","PO Box 95 4209 St. Rt. 44 Rootstown OH 44272-0095","US","Library Mail","3.92","1 lbs ","1"
"5/3/2024","Wolfgram Memorial Library ILL","Widener University","1 University Pl Chester PA 19013-5792","US","Library Mail","3.92","1 lbs ","1"
"5/3/2024","Appleton Public Library ILL","","""3020 E College Ave, Ste A Appleton WI 54915-3279""","US","Library Mail","3.92","1 lbs ","1"
"3/28/2024","Upton Branch - Interlibrary Loan","Weston County Library","PO Box 605 Upton WY 82730-0605","US","Library Mail","3.92","1 lbs ","1"
"5/3/2024","Watertown Free Public Library ILL","","123 Main St Watertown MA 02472-4401","US","Library Mail","3.92","1 lbs ","1"
"3/11/2024","ILL - Kaufman Library","Georgie Gwinnett College","1000 University Center Ln Lawrenceville GA 30043-7409","US","Library Mail","4.62","2 lbs ","1"
"3/13/2024","Interlibrary Loan","Sonoma State University Library","1801 E Cotati Ave Rohnert Park CA 94928-3609","US","Library Mail","3.92","1 lbs ","1"
"5/1/2024","Iosco Arenac District Library","","120 W Westover St East Tawas MI 48730-1239","US","Library Mail","3.92","1 lbs ","1"
"5/1/2024","Grand View University Library","","1350 Morton Ave Des Moines IA 50316-1406","US","Library Mail","5.32","2 lbs 0.90 oz","1"
"5/1/2024","Interlibrary Loan","Millinocket Memorial Library","5 Maine Ave Millinocket ME 04462-1494","US","Library Mail","3.92","1 lbs ","1"
"3/13/2024","Interlibrary Loan","Nanini Branch Library","7300 N Shannon Rd Tucson AZ 85741-2137","US","Library Mail","3.92","1 lbs ","1"
"5/1/2024","Archbishop Iakovos Library","Hellenic College Holy Cross","50 Goddard Ave Brookline MA 02445-7496","US","Library Mail","3.92","1 lbs ","1"
"3/13/2024","Interlibrary Loan","Roanoke County Public Library","6303 Merriman Rd Roanoke VA 24018-6649","US","Library Mail","4.62","2 lbs ","1"
"3/13/2024","Interlibrary Loan","Patagonia Public Library","PO Box 415 346 Duquesne Patagonia AZ 85624-0415","US","Library Mail","4.62","2 lbs ","1"
"5/1/2024","Morrill Memorial & Harris Library","ILL Dept","PO Box 110 Strafford VT 05072-0110","US","Library Mail","3.92","1 lbs ","1"
"3/13/2024","ILL Dept","US Army Corps of Engineers","201 N 3rd Walla Walla WA 99362","US","Library Mail","4.62","2 lbs ","1"
"5/2/2024","Dallas International University - ILL","","7500 W Camp Wsdm Rd Dallas TX 75236-5629","US","Library Mail","3.92","1 lbs ","1"
"5/2/2024","Gibson Library - ADULT ILL","","100 W Lake Mead Pkwy Henderson NV 89015-7090","US","Library Mail","3.92","1 lbs ","1"
"3/29/2024","Accokeek Hall-Room 200","Prince George's Community College","301 Largo Rd Largo MD 20774-2199","US","Library Mail","3.92","1 lbs ","1"
"5/2/2024","Steely Library - ILL","Northern Kentucky University","""100 Nunn Dr, # SL250 Newport KY 41099-2200""","US","Library Mail","3.92","1 lbs ","1"
"3/11/2024","""Resource Sharing, Robarts Library""","University of Toronto","130 St. George Street CUSTOM BROKERS: THOMPSON AHERN Toronto ON M5S 1A5","CA","First Pgk Int'l","23.54","2 lbs ","1"
"5/1/2024","ILL Jane Bancroft Cook Library","New College of Florida","5800 Bay Shore Rd Sarasota FL 34243-2109","US","Library Mail","3.92","1 lbs ","1"
"3/12/2024","ILL Dept","Pequot Library","720 Pequot Ave Southport CT 06890-1496","US","Library Mail","3.92","1 lbs ","1"
"3/13/2024","Central Interlibrary Loans Service","McGill University","""3459 McTavish St Redpath Library Bldg 2nd fl, Rm R2-21 Montreal QC H3A 0C9""","CA","Priority Int'l","56.47","6 lbs ","1"
"3/12/2024","Swirbul Library - Smart Delivery","Adelphi University","1 South Ave Garden City NY 11530-4299","US","Library Mail","3.92","1 lbs ","1"
"3/29/2024","ILL","Earlville Free Library","4 N Main St Earlville NY 13332-2500","US","Library Mail","4.62","2 lbs ","1"
"3/11/2024","S C Williams Library - ILL Dept","Stevens Institute of Technology","1 Castle Point Ter Castle Point On Hudson Hoboken NJ 07030-5991","US","Library Mail","3.92","1 lbs ","1"
"5/13/2024","Peninsula Public Library ILL ","","280 Central Ave Lawrence NY 11559-1526","US","Library Mail","5.32","3 lbs ","1"
"3/7/2024","SMSU McFarland Library - ILL","Southwest Minnesota State University","1501 State St Marshall MN 56258-1598","US","Library Mail","3.92","1 lbs ","1"
"4/4/2024","Bloomfield Public Library","","107 N Columbia St Bloomfield IA 52537-1431","US","Library Mail","3.92","1 lbs ","1"
"5/14/2024","ILL Dept","Indiana University Kokomo Library","2300 S Washington St Kokomo IN 46902-3500","US","Library Mail","3.92","1 lbs ","1"
"3/25/2024","Interlibrary Loan","University of Providence Library","1301 20th St S Great Falls MT 59405-4996","US","Library Mail","4.62","2 lbs ","1"
"5/13/2024","Point Park University Library ILL","","201 Wood St Pittsburgh PA 15222-1912","US","Library Mail","3.92","1 lbs ","1"
"3/7/2024","""University Library, Interlibrary Loan""","Colorado State University-Pueblo","2200 Bonforte Blvd Pueblo CO 81001-4901","US","Library Mail","4.62","2 lbs ","1"
"4/4/2024","""Campbell Library, ILL""","Rowan University","201 Mullica Hill Rd Glassboro NJ 08028-1702","US","Library Mail","4.62","2 lbs ","1"
"3/15/2024","Interlibrary Loan","Council Bluffs Public Library","400 Willow Ave Council Bluffs IA 51503-9042","US","Library Mail","4.62","2 lbs ","1"
"3/7/2024","""Mason Library, ILL""","Keene State College","229 Main St Keene NH 03435-3201","US","Library Mail","3.92","1 lbs ","1"
"3/25/2024","Roberta Tyson","Horry-Georgetown Tech College Library","2050 E Highway 501 Conway SC 29526-9521","US","Library Mail","3.92","1 lbs ","1"
"3/15/2024","Interlibrary Loan","Kellogg-Hubbard Library","135 Main St Montpelier VT 05602-2992","US","Library Mail","4.62","2 lbs ","1"
"3/25/2024","Beeghly Library - ILL","Heidelberg University","10 Greenfield St Tiffin OH 44883-2460","US","Library Mail","3.92","1 lbs ","1"
"3/15/2024","Interlibrary Loan","Riverside Public Library","1 Burling Rd Riverside IL 60546-2259","US","Library Mail","4.62","2 lbs ","1"
"3/6/2024","Interlibrary Loan--Marie Lehmann","Athol Public Library","568 Main St Athol MA 01331-1888","US","Library Mail","4.62","2 lbs ","1"
"5/14/2024","ILL Dept JVM","Town and Country Public Library","320 E North St Elburn IL 60119-9005","US","Library Mail","4.62","2 lbs ","1"
"5/14/2024","ILL Dept","Northwestern Oklahoma SU Libraries","709 Oklahoma Blvd Alva OK 73717-2749","US","Library Mail","3.92","1 lbs ","1"
"5/14/2024","Camden-Carroll Library ILL Dept","Morehead State University","""150 University Blvd, # Msu Morehead KY 40351-1689""","US","Library Mail","6.72","5 lbs ","1"
"3/15/2024","Interlibrary Loan","Island Trees Public Library","38 Farmedge Rd Levittown NY 11756-5205","US","Library Mail","4.62","2 lbs ","1"
"3/25/2024","Waverly Branch Library - ILL","Coffey County Library","608 Pearson Ave Waverly KS 66871-9613","US","Library Mail","3.92","1 lbs ","1"
"5/3/2024","Nutting Memorial Library - ILL","Maine Maritime Academy","Box C-1 Castine ME 04420-0001","US","Library Mail","5.32","3 lbs ","1"
"5/3/2024","Urbandale Public Library ILL","","3520 86th St Urbandale IA 50322-4056","US","Library Mail","4.62","2 lbs ","1"
"5/3/2024","John B Coleman Library","Prairie View A&M University","PO Box 519 Prairie View TX 77446-0519","US","Library Mail","5.32","3 lbs ","1"
"5/3/2024","Ill Dept","UCSF Library & Ctr for Knowledge Mgmt","""530 Parnassus Ave, Rm 311 San Francisco CA 94143-2207""","US","Library Mail","6.72","5 lbs ","1"
"5/3/2024","Harold & Wilma Good Library","Goshen College","1700 S Main St Goshen IN 46526-4794","US","Library Mail","6.02","4 lbs ","1"
"5/3/2024","Murphy Library - ILL","UW - La Crosse","1631 Pine St La Crosse WI 54601-3748","US","Library Mail","4.62","2 lbs ","1"
"5/3/2024","Brackett Library ILL","Harding University","""915 E Market Ave, # 12267 Searcy AR 72149-5615""","US","Library Mail","3.92","1 lbs ","1"
"3/15/2024","ILL Department","The Redwood Library","50 Bellevue Ave Newport RI 02840-3292","US","Library Mail","3.92","1 lbs ","1"
"3/8/2024","Interlibrary Loan","Levittown Public Library","1 Bluegrass Ln Levittown NY 11756-1292","US","Library Mail","4.62","2 lbs ","1"
"3/15/2024","Zondervan Library - ILL","Kuyper College","3333 E Beltlin Ave NE Grand Rapids MI 49525-9749","US","Library Mail","3.92","1 lbs ","1"
"5/13/2024","Northwestern CT Community College - ILL","","2 Park Pl Winsted CT 06098-1706","US","Library Mail","3.92","1 lbs ","1"
"3/8/2024","ILL Dept","Cumberland Public Library","""1305 2nd Ave, # 97 Cumberland WI 54829-7211""","US","Library Mail","3.92","1 lbs ","1"
"3/8/2024","Lummi Library","Northwest Indian College","2522 Kwina Rd Bellingham WA 98226-9278","US","Library Mail","3.92","1 lbs ","1"
"3/7/2024","Interlibrary Loan","DeMary Memorial Library","417 7th St Rupert ID 83350-1692","US","Library Mail","4.62","2 lbs ","1"
"3/7/2024","Interlibrary Loan","Ocean County College Library","PO Box 2001 2001 College Dr Toms River NJ 08754-2001","US","Library Mail","4.62","1 lbs 12.30 oz","1"
"3/27/2024","Interlibrary Loan","Cleburne Public Library","302 W Henderson St Cleburne TX 76033-5494","US","Library Mail","5.32","3 lbs ","1"
"5/13/2024","El Reno Carnegie Library ILL","","215 E Wade St El Reno OK 73036-2753","US","Library Mail","3.92","1 lbs ","1"
"3/27/2024","Library Services - Returns","WA State Dept of Labor & Industries","PO Box 44606 Olympia WA 98504-4606","US","Library Mail","4.62","2 lbs ","1"
"3/8/2024","Interlibrary Loan","Burlington Public Library","166 E Jefferson St Burlington WI 53105-1491","US","Library Mail","3.92","1 lbs ","1"
"5/13/2024","McConnell Library ILL","","""801 E Main St, Rm 434 Radford VA 24142-0001""","US","Library Mail","3.92","1 lbs ","1"
"5/21/2024","Mesa Comm. Coll. Library","","1833 W Southern Ave Mesa AZ 85202-4822","US","Library Mail","3.92","1 lbs ","1"
"10/24/2024","Camden Library - ILL","","57 2nd St Camden NY 13316-1346","US","Library Mail","4.40","1 lbs ","1"
"10/24/2024","ILL Department","Hinds Community College","PO Box 1100 Raymond MS 39154-1100","US","Library Mail","4.40","1 lbs ","1"
"10/23/2024","Franklin Law Library - ILL","Franklin County Justice Center","""43 Hope St, Ste 2 Greenfield MA 01301-3352""","US","Library Mail","7.95","6 lbs ","1"
"10/24/2024","Peach Public Libraries - ILL","","315 Mlk Jr Dr Fort Valley GA 31030-4906","US","Library Mail","4.40","1 lbs ","1"
"10/24/2024","Geisler Library - ILL","Central College","812 University St Pella IA 50219-1999","US","Library Mail","5.11","2 lbs ","1"
"10/25/2024","Interlibrary Loan Dept","La Salle Parish Library","3165 N First St Jena LA 71342-4103","US","Library Mail","4.40","1 lbs ","1"
"10/25/2024","Interlibrary Loan Dept","Williston Community Library","1302 Davidson Dr Williston ND 58801-3894","US","Library Mail","5.11","2 lbs ","1"
"10/25/2024","Interlibrary Loan Dept","New Marlborough Town Library","PO Box 239 Mill River MA 01244-0239","US","Library Mail","4.40","1 lbs ","1"
"10/25/2024","Interlibrary Loan Dept","Trimble County Public Library","35 Equity Dr Bedford KY 40006-7839","US","Library Mail","4.40","1 lbs ","1"
"10/23/2024","Fall River Public Library - ILL","","104 N Main St Fall River MA 02720-2122","US","Library Mail","4.40","1 lbs ","1"
"10/23/2024","Norton Public Library - ILL","","68 E Main St Norton MA 02766-2310","US","Library Mail","4.40","1 lbs ","1"
"10/22/2024","ILL Dept","Falmouth Memorial Library","5 Lunt Rd Falmouth ME 04105-1292","US","Library Mail","5.82","3 lbs ","1"
"10/23/2024","Ill Department","Ashtabula County District Library","4335 Park Ave Ashtabula OH 44004-6858","US","Library Mail","4.40","1 lbs ","1"
"10/23/2024","Wabash College - ILL","","301 W Wabash Ave Crawfordsville IN 47933-2417","US","Library Mail","4.40","1 lbs ","1"
"10/23/2024","ILL Department","Skidompha Public Library","PO Box 70 Damariscotta ME 04543-0070","US","Library Mail","5.11","2 lbs ","1"
"4/2/2024","Interlibrary Loan","Orange Public Library","407 E Chapman Ave Orange CA 92866-1509","US","Library Mail","3.92","1 lbs ","1"
"10/23/2024","Somerville Public Library - ILL","","79 Highland Ave Somerville MA 02143-1740","US","Library Mail","5.11","2 lbs ","1"
"10/23/2024","Library - Interlibrary Loan","Central Arizona College SPC","8470 N Overfield Rd Coolidge AZ 85128-9779","US","Library Mail","5.11","2 lbs ","1"
"10/25/2024","Watson Library - ILL","Northwestern State Univ of Louisiana","913 University Pkwy Natchitoches LA 71457-3919","US","Library Mail","5.11","2 lbs ","1"
"10/30/2024","ILL Department","Crawfordsville District Public Library","205 S Washington St Crawfordsville IN 47933-2445","US","Library Mail","4.40","1 lbs ","1"
"10/30/2024","ILL Department","Madison Valley Public Library","210 E Main St Ennis MT 59729-9058","US","Library Mail","4.40","1 lbs ","1"
"10/30/2024","ILL Department","Algona Public Library","210 N Phillips St Algona IA 50511-1735","US","Library Mail","4.40","1 lbs ","1"
"10/30/2024","Belk LIC - Interlibrary Loan","Appalachian State University","PO Box 32026 Boone NC 28608-2026","US","Library Mail","4.40","1 lbs ","1"
"10/30/2024","Heartland Public Library - ILL","","110 E Park Ave Hartland WI 53029-2130","US","Library Mail","4.40","1 lbs ","1"
"10/31/2024","ILL Department","College of Western Idaho","PO Box 3010 Nampa ID 83653-3010","US","Library Mail","4.40","1 lbs ","1"
"10/31/2024","White Library - Interlibrary Loan","Emporia State University","""1 Kellogg Cir, # 4051 Campus Emporia KS 66801-5087""","US","Library Mail","4.40","1 lbs ","1"
"10/30/2024","Victoria Public Library - ILL","","302 N Main St Victoria TX 77901-6505","US","Library Mail","4.40","1 lbs ","1"
"10/30/2024","Manteo Library - ILL","","PO Box 1000 Manteo NC 27954-1000","US","Library Mail","4.40","1 lbs ","1"
"10/28/2024","Interlibrary Loan","Tahlequah Public Library","120 S College Ave Tahlequah OK 74464-3816","US","Library Mail","4.40","1 lbs ","1"
"10/28/2024","Interlibrary Loan","Beatrice Public Library","100 N 16th St Beatrice NE 68310-4100","US","Library Mail","5.11","2 lbs ","1"
"10/25/2024","Hackelmeier Mem Library - ILL","Marian University","3200 Cold Spring Rd Indianapolis IN 46222-1960","US","Library Mail","5.82","3 lbs ","1"
"10/28/2024","Interlibrary Loan","Pawhuska Public Library","1801 Lynn Ave Pawhuska OK 74056-1802","US","Library Mail","4.40","1 lbs ","1"
"10/28/2024","Interlibrary Loan","Belvedere-Tiburon Library","1501 Tiburon Blvd Tiburon CA 94920-2530","US","Library Mail","5.11","2 lbs ","1"
"10/28/2024","Library - Interlibrary Loan","Ivy Tech Community College","200 N Daniels Way Bloomington IN 47404-1511","US","Library Mail","5.82","3 lbs ","1"
"10/28/2024","Sullivan Library - ILL Office","Dominican University of New York","480 Western Hwy Blauvelt NY 10913-2000","US","Library Mail","6.53","4 lbs ","1"
"10/28/2024","Ruth Scarborough Library - ILL","Shepherd University","PO Box 5001 Shepherdstown WV 25443-5001","US","Library Mail","5.11","2 lbs ","1"
"10/28/2024","Library - ILL","City University of Seattle","""521 Wall St, Ste 100 Seattle WA 98121-1851""","US","Library Mail","5.82","3 lbs ","1"
"10/22/2024","Erie County Public Library - ILL","","160 E Front St Erie PA 16507-1554","US","Library Mail","5.11","2 lbs ","1"
"10/15/2024","Smith Library - Interlibrary Loan","Shenandoah University","""1460 University Dr, Fl 1st Winchester VA 22601-5195""","US","Library Mail","4.40","1 lbs ","1"
"4/2/2024","Interlibrary Loan","Findlay-Hancock County Public Library","206 Broadway St Findlay OH 45840-3382","US","Library Mail","3.92","1 lbs ","1"
"10/14/2024","walter stiern library - ill dept","""california state university, bakersfield""","9001 Stockdale Hwy Bakersfield CA 93311-1022","US","Library Mail","6.53","4 lbs ","1"
"10/14/2024","Main Library - ILL Dept","University of Georgia Libraries","320 S Jackson St Athens GA 30602-5002","US","Library Mail","6.53","4 lbs ","1"
"10/15/2024","Interlibrary Loan","Fallon County Library","PO Box 1037 Baker MT 59313-1037","US","Library Mail","4.40","1 lbs ","1"
"10/15/2024","Interlibrary Loan Dept","Dusenberry-River Center Library","""5605 E River Rd, Ste 105 Tucson AZ 85750-1900""","US","Library Mail","5.11","2 lbs ","1"
"10/15/2024","Interlibrary Loan","Guilderland Public Library","2228 Western Ave Guilderland NY 12084-5713","US","Library Mail","5.11","2 lbs ","1"
"10/15/2024","Library - Interlibrary Loan","Queens College","6530 Kissena Blvd Flushing NY 11367-1597","US","Library Mail","5.11","2 lbs ","1"
"10/15/2024","Interlibrary Loan Dept","Warren County Public Library","175 Ironskillet Ct Bowling Green KY 42104-7910","US","Library Mail","5.11","2 lbs ","1"
